,auc_train,acc_train,auc_test,acc_test,classifier,read_type,transformation
0,0.997641515377551,0.8863636363636364,0.9407738095238095,0.6756756756756757,KNeighborsClassifier,microbial,CLR
1,0.9967752761918756,0.8636363636363636,0.9618609943977592,0.7297297297297297,KNeighborsClassifier,microbial,CLR
2,0.9966518403754391,0.875,0.9206144957983193,0.7837837837837838,KNeighborsClassifier,microbial,CLR
3,0.9963479790241103,0.8181818181818182,0.948468137254902,0.7837837837837838,KNeighborsClassifier,microbial,CLR
4,0.9969739038908246,0.875,0.9636729691876751,0.7567567567567568,KNeighborsClassifier,microbial,CLR
0,1.0,1.0,0.9776785714285714,0.8648648648648649,SVC (Linear),microbial,CLR
1,1.0,1.0,0.9866071428571429,0.8918918918918919,SVC (Linear),microbial,CLR
2,1.0,1.0,0.9785714285714286,0.8648648648648649,SVC (Linear),microbial,CLR
3,1.0,1.0,0.9830357142857142,0.8918918918918919,SVC (Linear),microbial,CLR
4,1.0,1.0,0.9901785714285715,0.8918918918918919,SVC (Linear),microbial,CLR
0,0.0,1.0,0.5,0.05405405405405406,SVC (RBF),microbial,CLR
1,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,CLR
2,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,CLR
3,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,CLR
4,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,CLR
0,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,CLR
1,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,CLR
2,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,CLR
3,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,CLR
4,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,CLR
0,0.8812018329965883,0.5795454545454546,0.6885679271708682,0.2972972972972973,Decision Tree,microbial,CLR
1,0.9078730426934218,0.5681818181818182,0.7030637254901961,0.24324324324324326,Decision Tree,microbial,CLR
2,0.7967657050239285,0.42045454545454547,0.7236519607843137,0.3783783783783784,Decision Tree,microbial,CLR
3,0.8385944146796245,0.48863636363636365,0.6675245098039215,0.24324324324324326,Decision Tree,microbial,CLR
4,0.8752413289919259,0.4772727272727273,0.7428571428571429,0.3783783783783784,Decision Tree,microbial,CLR
0,0.995596424606673,0.9204545454545454,0.8576505602240896,0.4864864864864865,Random Forest,microbial,CLR
1,0.9987075718508309,0.9659090909090909,0.8801995798319328,0.4594594594594595,Random Forest,microbial,CLR
2,0.9991878992450639,0.9772727272727273,0.8369397759103642,0.5405405405405406,Random Forest,microbial,CLR
3,0.9970782520325203,0.9318181818181818,0.8506302521008404,0.4864864864864865,Random Forest,microbial,CLR
4,0.9969839724752669,0.9318181818181818,0.9052170868347339,0.5135135135135135,Random Forest,microbial,CLR
0,1.0,1.0,0.9895658263305322,0.8378378378378378,MLPClassifier,microbial,CLR
1,1.0,1.0,0.9883928571428571,0.918918918918919,MLPClassifier,microbial,CLR
2,1.0,1.0,0.9919642857142857,0.918918918918919,MLPClassifier,microbial,CLR
3,1.0,1.0,0.9875,0.918918918918919,MLPClassifier,microbial,CLR
4,1.0,1.0,0.99375,0.918918918918919,MLPClassifier,microbial,CLR
0,0.5709814472433548,0.1590909090909091,0.553046218487395,0.10810810810810811,AdaBoostClassifier,microbial,CLR
1,0.6770564052247188,0.19318181818181818,0.6237044817927171,0.1891891891891892,AdaBoostClassifier,microbial,CLR
2,0.6231102546072793,0.125,0.5835084033613446,0.08108108108108109,AdaBoostClassifier,microbial,CLR
3,0.6121042313854721,0.125,0.5675595238095238,0.10810810810810811,AdaBoostClassifier,microbial,CLR
4,0.6380563357524174,0.14772727272727273,0.5737920168067225,0.13513513513513514,AdaBoostClassifier,microbial,CLR
0,0.9996234939759037,0.9886363636363636,0.8055847338935573,0.43243243243243246,GaussianNB,microbial,CLR
1,1.0,0.9886363636363636,0.8680847338935573,0.5405405405405406,GaussianNB,microbial,CLR
2,0.9998729674796748,0.9772727272727273,0.880033263305322,0.6216216216216216,GaussianNB,microbial,CLR
3,0.9996234939759037,0.9772727272727273,0.8854954481792717,0.5405405405405406,GaussianNB,microbial,CLR
4,1.0,0.9772727272727273,0.8703343837535014,0.5675675675675675,GaussianNB,microbial,CLR
0,1.0,1.0,0.5606267507002801,0.16216216216216217,QuadraticDiscriminantAnalysis,microbial,CLR
1,1.0,1.0,0.5386379551820728,0.13513513513513514,QuadraticDiscriminantAnalysis,microbial,CLR
2,1.0,1.0,0.4891894257703081,0.05405405405405406,QuadraticDiscriminantAnalysis,microbial,CLR
3,1.0,1.0,0.5988970588235294,0.21621621621621623,QuadraticDiscriminantAnalysis,microbial,CLR
4,1.0,1.0,0.5668067226890756,0.1891891891891892,QuadraticDiscriminantAnalysis,microbial,CLR
0,1.0,1.0,0.9824229691876751,0.8648648648648649,Logistic Regression,microbial,ILR
1,1.0,1.0,0.9839285714285715,0.918918918918919,Logistic Regression,microbial,ILR
2,1.0,1.0,0.9901785714285715,0.8648648648648649,Logistic Regression,microbial,ILR
3,1.0,1.0,0.9928571428571429,0.918918918918919,Logistic Regression,microbial,ILR
4,1.0,1.0,0.99375,0.918918918918919,Logistic Regression,microbial,ILR
0,0.997641515377551,0.8863636363636364,0.9407738095238095,0.6756756756756757,KNeighborsClassifier,microbial,ILR
1,0.9967752761918756,0.8636363636363636,0.9618609943977592,0.7297297297297297,KNeighborsClassifier,microbial,ILR
2,0.9966518403754391,0.875,0.9206144957983193,0.7837837837837838,KNeighborsClassifier,microbial,ILR
3,0.9963479790241103,0.8181818181818182,0.948468137254902,0.7837837837837838,KNeighborsClassifier,microbial,ILR
4,0.9969739038908246,0.875,0.9636729691876751,0.7567567567567568,KNeighborsClassifier,microbial,ILR
0,1.0,1.0,0.9776785714285714,0.8648648648648649,SVC (Linear),microbial,ILR
1,1.0,1.0,0.9866071428571429,0.8918918918918919,SVC (Linear),microbial,ILR
2,1.0,1.0,0.9776785714285714,0.8648648648648649,SVC (Linear),microbial,ILR
3,1.0,1.0,0.9839285714285715,0.8918918918918919,SVC (Linear),microbial,ILR
4,1.0,1.0,0.9875,0.8918918918918919,SVC (Linear),microbial,ILR
0,0.0,1.0,0.5,0.05405405405405406,SVC (RBF),microbial,ILR
1,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,ILR
2,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,ILR
3,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,ILR
4,0.0,1.0,0.5,0.08108108108108109,SVC (RBF),microbial,ILR
0,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,ILR
1,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,ILR
2,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,ILR
3,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,ILR
4,1.0,1.0,0.5,0.05405405405405406,Gaussian Process,microbial,ILR
0,0.8262146732659117,0.45454545454545453,0.6352766106442578,0.21621621621621623,Decision Tree,microbial,ILR
1,0.8540741751364731,0.4659090909090909,0.720702030812325,0.2972972972972973,Decision Tree,microbial,ILR
2,0.7940551404223164,0.4318181818181818,0.7046481092436975,0.2972972972972973,Decision Tree,microbial,ILR
3,0.860533029329863,0.48863636363636365,0.771875,0.3783783783783784,Decision Tree,microbial,ILR
4,0.8462667088213481,0.36363636363636365,0.7501050420168067,0.2702702702702703,Decision Tree,microbial,ILR
0,0.9922326873632095,0.9545454545454546,0.8207545518207283,0.3783783783783784,Random Forest,microbial,ILR
1,0.996831871135335,0.9431818181818182,0.8653011204481793,0.4864864864864865,Random Forest,microbial,ILR
2,0.9980565554902537,0.9431818181818182,0.856967787114846,0.5405405405405406,Random Forest,microbial,ILR
3,0.9980355328106852,0.9659090909090909,0.8446165966386554,0.5135135135135135,Random Forest,microbial,ILR
4,0.9980890898087122,0.9772727272727273,0.9033175770308123,0.5135135135135135,Random Forest,microbial,ILR
0,1.0,1.0,0.9833158263305323,0.8918918918918919,MLPClassifier,microbial,ILR
1,1.0,1.0,0.9892857142857143,0.918918918918919,MLPClassifier,microbial,ILR
2,1.0,1.0,0.9919642857142857,0.8918918918918919,MLPClassifier,microbial,ILR
3,1.0,1.0,0.9946428571428572,0.918918918918919,MLPClassifier,microbial,ILR
4,1.0,1.0,0.9928571428571429,0.8918918918918919,MLPClassifier,microbial,ILR
0,0.6774394527717269,0.2727272727272727,0.5850140056022409,0.13513513513513514,AdaBoostClassifier,microbial,ILR
1,0.5709822124995012,0.1590909090909091,0.5291491596638656,0.08108108108108109,AdaBoostClassifier,microbial,ILR
2,0.6263999814589368,0.19318181818181818,0.5608718487394958,0.13513513513513514,AdaBoostClassifier,microbial,ILR
3,0.731544426836265,0.2159090909090909,0.7039040616246499,0.1891891891891892,AdaBoostClassifier,microbial,ILR
4,0.6155803527699649,0.18181818181818182,0.5958858543417367,0.16216216216216217,AdaBoostClassifier,microbial,ILR
0,1.0,1.0,0.7801383053221288,0.2972972972972973,GaussianNB,microbial,ILR
1,1.0,0.9886363636363636,0.836204481792717,0.43243243243243246,GaussianNB,microbial,ILR
2,0.9996189024390244,0.9886363636363636,0.8528011204481794,0.5405405405405406,GaussianNB,microbial,ILR
3,1.0,1.0,0.8748336834733894,0.4594594594594595,GaussianNB,microbial,ILR
4,1.0,1.0,0.8049894957983194,0.40540540540540543,GaussianNB,microbial,ILR
0,1.0,1.0,0.5554971988795517,0.16216216216216217,QuadraticDiscriminantAnalysis,microbial,ILR
1,1.0,1.0,0.4943189775910364,0.05405405405405406,QuadraticDiscriminantAnalysis,microbial,ILR
2,1.0,1.0,0.48311449579831933,0.02702702702702703,QuadraticDiscriminantAnalysis,microbial,ILR
3,1.0,1.0,0.5554184173669467,0.16216216216216217,QuadraticDiscriminantAnalysis,microbial,ILR
4,1.0,1.0,0.4832983193277311,0.02702702702702703,QuadraticDiscriminantAnalysis,microbial,ILR
